Id,When,Cal,Alberta,Canada,BritishColumbia,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
215954,9/1/1998 12:00:00 AM,Hogs,50.37,,56.43,53.72,68.57,167.83,56.3,51.45,54.01,52,49.29,9/8/2021 10:08:45 AM
215955,10/1/1998 12:00:00 AM,"Slaughter, calves",100.03,,73.83,98.33,77.04,63.05,67.07,89.95,87.57,116.45,100.03,9/8/2021 10:08:45 AM
215956,10/1/1998 12:00:00 AM,"Slaughter, cattle",80.21,,61.97,61.02,57.13,60.3,60.3,79.59,63.27,53.47,61.18,9/8/2021 10:08:45 AM
215957,10/1/1998 12:00:00 AM,Hogs,47.9,,53.53,50.8,66.3,167.83,54.33,49.52,50.98,49.69,47.4,9/8/2021 10:08:45 AM
215958,11/1/1998 12:00:00 AM,"Slaughter, calves",104.99,,66.63,101.14,66.6,69.45,73.88,95.29,92.09,123.31,104.99,9/8/2021 10:08:45 AM
215959,11/1/1998 12:00:00 AM,"Slaughter, cattle",83.27,,60.95,61.61,55.44,57.94,57.94,79.6,60.4,53.23,62.18,9/8/2021 10:08:45 AM
215960,11/1/1998 12:00:00 AM,Hogs,29.17,,38.52,32.77,55.19,167.83,40.9,30.35,34.02,32.01,28.95,9/8/2021 10:08:45 AM
215961,12/1/1998 12:00:00 AM,"Slaughter, calves",103.27,,69.4,101.18,67.42,75.26,80.06,91.54,98.26,134.96,103.27,9/8/2021 10:08:45 AM
215962,12/1/1998 12:00:00 AM,"Slaughter, cattle",81.45,,61.24,62.68,54.36,56.83,56.83,79.3,59.83,54.59,62.98,9/8/2021 10:08:45 AM
215963,12/1/1998 12:00:00 AM,Hogs,24.73,,36.1,27.41,48.87,167.83,26.33,21.71,21.79,23.41,25.16,9/8/2021 10:08:45 AM
215964,1/1/1999 12:00:00 AM,"Slaughter, calves",103.6,,74.1,99.32,92.75,103.88,94.38,86.13,85.14,119.73,102.48,9/8/2021 10:08:45 AM
215965,1/1/1999 12:00:00 AM,"Slaughter, cattle",84.37,,64,63.96,58.28,64.64,60.3,82.98,62.57,54.91,65.87,9/8/2021 10:08:45 AM
215966,1/1/1999 12:00:00 AM,Hogs,44.44,,50.21,50.22,57.12,167.83,35.48,39.46,38.97,42.75,45.22,9/8/2021 10:08:45 AM
215967,2/1/1999 12:00:00 AM,"Slaughter, calves",104.09,,84.02,101.82,88.49,99.8,90.68,88.5,84.94,116,103.05,9/8/2021 10:08:45 AM
215968,2/1/1999 12:00:00 AM,"Slaughter, cattle",83.17,,65.47,64.81,62.06,68.4,63.39,84.95,66.75,53.48,66.29,9/8/2021 10:08:45 AM
215969,2/1/1999 12:00:00 AM,Hogs,53.04,,56.75,52.54,62.66,167.83,53.58,48.58,48.22,51.16,49.42,9/8/2021 10:08:45 AM
215970,3/1/1999 12:00:00 AM,"Slaughter, calves",106.46,,88.15,103.42,85.59,98.83,89.8,86.08,85.36,116,105.91,9/8/2021 10:08:45 AM
215971,3/1/1999 12:00:00 AM,"Slaughter, cattle",86.86,,63.49,67.19,61.25,68.4,63.47,86.48,66.79,54.46,68.57,9/8/2021 10:08:45 AM
215972,3/1/1999 12:00:00 AM,Hogs,46.42,,50.62,51.89,62.85,167.83,52.69,48.13,48.52,47.81,47.5,9/8/2021 10:08:45 AM
215973,4/1/1999 12:00:00 AM,"Slaughter, calves",103.82,,86.54,103.89,91.45,101.6,92.31,94.53,85.96,111,103.15,9/8/2021 10:08:45 AM
215974,4/1/1999 12:00:00 AM,"Slaughter, cattle",84.76,,64.83,69.36,62.89,70.06,64.87,87.18,68.18,57.51,70.37,9/8/2021 10:08:45 AM
215975,4/1/1999 12:00:00 AM,Hogs,50.38,,61.16,57.72,66.54,167.83,53.29,50.48,50.78,56.88,50.11,9/8/2021 10:08:45 AM
215976,5/1/1999 12:00:00 AM,"Slaughter, calves",102.49,,88.3,103.13,91.3,107.36,97.54,96.18,86.67,104.12,101.88,9/8/2021 10:08:45 AM
215977,5/1/1999 12:00:00 AM,"Slaughter, cattle",84.49,,67.7,67.67,62.53,69.55,64.3,85.37,69.16,58.88,69.58,9/8/2021 10:08:45 AM
215978,5/1/1999 12:00:00 AM,Hogs,61.22,,73.82,68.73,62.35,167.83,67.31,63.77,63.42,63.04,62.14,9/8/2021 10:08:45 AM
215979,6/1/1999 12:00:00 AM,"Slaughter, calves",103.22,,93.54,102.6,92.87,104.39,94.84,98.53,92.02,116.05,85.61,9/8/2021 10:08:45 AM
215980,6/1/1999 12:00:00 AM,"Slaughter, cattle",83.03,,67.71,70.79,64.43,71.41,66.07,86.83,70.39,61.48,69.89,9/8/2021 10:08:45 AM
215981,6/1/1999 12:00:00 AM,Hogs,57.27,,69.01,63.39,73.31,167.83,66.16,60.14,60.13,60.73,57.37,9/8/2021 10:08:45 AM
215982,7/1/1999 12:00:00 AM,"Slaughter, calves",106.28,,89.3,101.24,86.96,96.8,87.95,104.24,81.22,119.26,104.84,9/8/2021 10:08:45 AM
215983,7/1/1999 12:00:00 AM,"Slaughter, cattle",81.72,,68.14,70.43,62.25,69.73,64.57,83.85,68.94,61.03,70.98,9/8/2021 10:08:45 AM
215984,7/1/1999 12:00:00 AM,Hogs,52.84,,64.17,59.52,64.2,167.83,66.16,56.24,60.13,57.08,53.86,9/8/2021 10:08:45 AM
215985,8/1/1999 12:00:00 AM,"Slaughter, calves",109.56,,97.65,106.83,93.54,100.75,91.54,106.96,85.49,123.57,107.89,9/8/2021 10:08:45 AM
215986,8/1/1999 12:00:00 AM,"Slaughter, cattle",83.38,,67.55,70.02,62.61,69.56,64.43,84.71,68.28,60,70.37,9/8/2021 10:08:45 AM
215987,8/1/1999 12:00:00 AM,Hogs,62.7,,75.79,69.85,71.12,167.83,67.56,63.92,63.28,63.78,63.41,9/8/2021 10:08:45 AM
215988,9/1/1999 12:00:00 AM,"Slaughter, calves",114.48,,102.2,110.55,96.42,105.86,96.17,108.6,89.13,135.74,112.47,9/8/2021 10:08:45 AM
215989,9/1/1999 12:00:00 AM,"Slaughter, cattle",83.6,,67.28,68.66,59.94,67.49,62.71,84.26,66.37,60.02,70.46,9/8/2021 10:08:45 AM
215990,9/1/1999 12:00:00 AM,Hogs,57.77,,69.5,64.96,71.63,167.83,65.37,57.7,60.29,59.97,58.2,9/8/2021 10:08:45 AM
215991,10/1/1999 12:00:00 AM,"Slaughter, calves",117.18,,103.68,112.13,101.17,109.21,99.22,114.14,90.04,119.49,114.57,9/8/2021 10:08:45 AM
215992,10/1/1999 12:00:00 AM,"Slaughter, cattle",86.47,,66.73,68.93,60.83,66.45,61.88,85.54,65.29,59.83,70.11,9/8/2021 10:08:45 AM
215993,10/1/1999 12:00:00 AM,Hogs,59.74,,70.46,65.02,69.43,168.03,64.25,57.71,57.97,60.49,58.69,9/8/2021 10:08:45 AM
215994,11/1/1999 12:00:00 AM,"Slaughter, calves",119.94,,104.77,115.66,95.1,107.13,97.33,123.58,88.43,118.58,117.85,9/8/2021 10:08:45 AM
215995,11/1/1999 12:00:00 AM,"Slaughter, cattle",89.64,,70.35,69.32,60.9,66.76,62.2,89.12,65.26,57.72,69.43,9/8/2021 10:08:45 AM
215996,11/1/1999 12:00:00 AM,Hogs,56.78,,67.56,64.15,70.24,168.03,63.54,57.23,57.87,61.95,57.26,9/8/2021 10:08:45 AM
215997,12/1/1999 12:00:00 AM,"Slaughter, calves",123.7,,106.33,120.13,97.77,109.65,99.62,123.97,89.13,122.9,121.45,9/8/2021 10:08:45 AM
215998,12/1/1999 12:00:00 AM,"Slaughter, cattle",93.52,,70.26,74.02,65.3,71.73,66.85,93.98,69.75,60.15,71.75,9/8/2021 10:08:45 AM
215999,12/1/1999 12:00:00 AM,Hogs,61.22,,73.84,69.17,71.44,168.03,67.6,62.04,61.4,62.01,61.1,9/8/2021 10:08:45 AM
216000,1/1/2000 12:00:00 AM,"Slaughter, calves",120.34,,113.58,120.09,97.75,105.89,96.21,125.82,92.95,144.85,120.34,9/8/2021 10:08:45 AM
216001,1/1/2000 12:00:00 AM,"Slaughter, cattle",89.74,,67.15,69.04,66.45,73.46,68.16,94.65,72.14,57.52,69.63,9/8/2021 10:08:45 AM
216002,1/1/2000 12:00:00 AM,Hogs,68.16,,71.97,70.7,71.39,168.03,67.41,62.39,61.72,67.32,65.65,9/8/2021 10:08:45 AM
216003,2/1/2000 12:00:00 AM,"Slaughter, calves",122.2,,113.58,121.51,98.39,103.44,93.98,120.79,89.15,139.07,122.2,9/8/2021 10:08:45 AM
216004,2/1/2000 12:00:00 AM,"Slaughter, cattle",87.87,,64.74,69.04,66.18,74.24,68.74,94.39,72.9,58.03,67.82,9/8/2021 10:08:45 AM
216005,2/1/2000 12:00:00 AM,Hogs,75.79,,80.05,81.99,73.32,168.03,73.18,70.08,67.74,72.9,73.93,9/8/2021 10:08:45 AM
216006,3/1/2000 12:00:00 AM,"Slaughter, calves",124.29,,109.25,124.03,99.59,110.61,100.49,119.58,93.71,137.54,124.29,9/8/2021 10:08:45 AM
216007,3/1/2000 12:00:00 AM,"Slaughter, cattle",93.27,,68.73,73,66.28,74.08,68.82,97.42,73.02,61.61,73.58,9/8/2021 10:08:45 AM
216008,3/1/2000 12:00:00 AM,Hogs,71.65,,84.01,81.24,74.9,168.03,76.99,73.39,72.09,76.33,72.08,9/8/2021 10:08:45 AM
216009,4/1/2000 12:00:00 AM,"Slaughter, calves",127.4,,105.33,128.06,104.09,111.54,101.34,128.16,93.18,133.09,127.4,9/8/2021 10:08:45 AM
216010,4/1/2000 12:00:00 AM,"Slaughter, cattle",95.25,,75.23,81.68,74.4,83.75,76.95,102.68,82.65,63.97,79.66,9/8/2021 10:08:45 AM
216011,4/1/2000 12:00:00 AM,Hogs,82.95,,97.94,92.21,81.01,168.03,82.53,82.47,81.99,86.48,82.14,9/8/2021 10:08:45 AM
216012,5/1/2000 12:00:00 AM,"Slaughter, calves",122.4,,106.83,130.07,111.89,123.58,112.28,138.12,100.95,134.23,122.4,9/8/2021 10:08:45 AM
216013,5/1/2000 12:00:00 AM,"Slaughter, cattle",92.67,,75.13,84.97,73.17,80.85,74.51,100.65,80,64.91,80.83,9/8/2021 10:08:45 AM
216014,5/1/2000 12:00:00 AM,Hogs,84.46,,100.78,92.95,89.15,168.03,93.96,86.88,87.94,88.57,82.82,9/8/2021 10:08:45 AM
216015,6/1/2000 12:00:00 AM,"Slaughter, calves",118.38,,106.83,124.08,107.05,110.68,100.56,145.05,99.67,134.96,118.38,9/8/2021 10:08:45 AM
216016,6/1/2000 12:00:00 AM,"Slaughter, cattle",89.1,,73.35,81.56,72.41,79.81,73.87,99.09,78.17,66.34,77.23,9/8/2021 10:08:45 AM
216017,6/1/2000 12:00:00 AM,Hogs,82.99,,99.93,93.25,86.58,168.03,87.38,84.03,85.16,85.8,82.33,9/8/2021 10:08:45 AM
216018,7/1/2000 12:00:00 AM,"Slaughter, calves",120.15,,110.71,122.98,104.36,114.94,104.43,132.78,99.18,134.52,120.15,9/8/2021 10:08:45 AM
216019,7/1/2000 12:00:00 AM,"Slaughter, cattle",86.41,,74.45,81.84,70.89,81.02,74.7,98.42,80.22,66.95,78.73,9/8/2021 10:08:45 AM
216020,7/1/2000 12:00:00 AM,Hogs,81.99,,97.29,92.1,89.72,168.03,94.01,85.89,87.92,87.6,82.24,9/8/2021 10:08:45 AM
216021,8/1/2000 12:00:00 AM,"Slaughter, calves",127.15,,113.46,126.25,111.51,120.25,109.25,130.32,103.68,138.56,127.15,9/8/2021 10:08:45 AM
216022,8/1/2000 12:00:00 AM,"Slaughter, cattle",88.57,,74.01,79.03,70.06,78.12,72.17,96.41,77.06,65.54,78.6,9/8/2021 10:08:45 AM
216023,8/1/2000 12:00:00 AM,Hogs,75.56,,90.12,82.64,85.27,168.03,87.74,80.14,81.05,80.87,75.08,9/8/2021 10:08:45 AM
216024,9/1/2000 12:00:00 AM,"Slaughter, calves",125.13,,111.74,129.73,113.44,119.76,108.8,139.19,103.31,149.14,125.13,9/8/2021 10:08:45 AM
216025,9/1/2000 12:00:00 AM,"Slaughter, cattle",85.63,,71.11,78.66,66.83,73.31,67.89,93.43,72.31,62.39,75.58,9/8/2021 10:08:45 AM
216026,9/1/2000 12:00:00 AM,Hogs,71.63,,84.48,79.62,75.14,167.68,76.47,74.43,74,74.69,72.28,9/8/2021 10:08:45 AM
216027,10/1/2000 12:00:00 AM,"Slaughter, calves",127.77,,109.14,127.87,112.86,121.29,110.2,129.94,104.51,149.03,127.77,9/8/2021 10:08:45 AM
216028,10/1/2000 12:00:00 AM,"Slaughter, cattle",89.03,,72.06,76.62,66.53,72.69,67.13,92.06,72.35,59.81,75.54,9/8/2021 10:08:45 AM
216029,10/1/2000 12:00:00 AM,Hogs,73.1,,82.9,78.69,77.21,168.03,80.73,73.89,74.18,74.08,74.09,9/8/2021 10:08:45 AM
216030,11/1/2000 12:00:00 AM,"Slaughter, calves",129.96,,108.33,130.26,95.42,109.73,99.69,133.56,99.36,144.81,129.96,9/8/2021 10:08:45 AM
216031,11/1/2000 12:00:00 AM,"Slaughter, cattle",93.99,,70.61,76.69,66.09,73.52,68.07,95.88,71.86,59.6,74.39,9/8/2021 10:08:45 AM
216032,11/1/2000 12:00:00 AM,Hogs,64.22,,75.69,71.25,73.29,168.03,72.29,66.68,66.79,69.13,64.04,9/8/2021 10:08:45 AM
216033,12/1/2000 12:00:00 AM,"Slaughter, calves",130.62,,108.52,131.81,105.36,114.78,104.28,131.72,99.39,143.14,130.62,9/8/2021 10:08:45 AM
216034,12/1/2000 12:00:00 AM,"Slaughter, cattle",100.92,,69.12,77.31,65.52,71.09,66.21,100.92,70.37,61.19,76.08,9/8/2021 10:08:45 AM
216035,12/1/2000 12:00:00 AM,Hogs,69.65,,81.1,76.97,73.49,168.03,73.88,69.6,69.1,65.88,67.95,9/8/2021 10:08:45 AM
216036,1/1/2001 12:00:00 AM,"Slaughter, calves",133.39,,108.42,134.91,97.09,111.94,101.71,130.65,100.71,132.4,133.39,9/8/2021 10:08:45 AM
216037,1/1/2001 12:00:00 AM,"Slaughter, cattle",99.67,,69.32,78.17,72.82,79.83,74.13,107.53,77.07,64.28,75.22,9/8/2021 10:08:45 AM
216038,1/1/2001 12:00:00 AM,Hogs,63.08,,71.91,70.17,66.78,168.03,70.76,64.26,64.97,68.46,60.03,9/8/2021 10:08:45 AM
216039,2/1/2001 12:00:00 AM,"Slaughter, calves",135.35,,118.96,137.9,107.15,120.86,109.8,135.35,101.63,140.76,135.35,9/8/2021 10:08:45 AM
216040,2/1/2001 12:00:00 AM,"Slaughter, cattle",106.17,,73.69,83.67,75.6,82.36,76.42,111.39,81.08,69.93,81.9,9/8/2021 10:08:45 AM
216041,2/1/2001 12:00:00 AM,Hogs,73.66,,74.45,75.18,68.75,168.03,71.72,70.52,69.77,75.12,65.89,9/8/2021 10:08:45 AM
216042,3/1/2001 12:00:00 AM,"Slaughter, calves",137.21,,125.46,139.49,118.56,127.63,115.96,136.96,107.22,149.24,137.21,9/8/2021 10:08:45 AM
216043,3/1/2001 12:00:00 AM,"Slaughter, cattle",110.73,,80.43,86.14,78.21,86.41,80.17,115.53,83.78,71.49,84.74,9/8/2021 10:08:45 AM
216044,3/1/2001 12:00:00 AM,Hogs,84.33,,91.44,89.18,81.83,168.03,88.8,84.97,84.78,89.78,79.17,9/8/2021 10:08:45 AM
216045,4/1/2001 12:00:00 AM,"Slaughter, calves",134.73,,126.79,139.66,115.96,118.25,107.44,150.61,104.31,153.36,134.73,9/8/2021 10:08:45 AM
216046,4/1/2001 12:00:00 AM,"Slaughter, cattle",106.07,,80.4,89.94,80.31,89.71,83.01,117.17,87.18,73.33,89.6,9/8/2021 10:08:45 AM
216047,4/1/2001 12:00:00 AM,Hogs,86.75,,97.15,91.79,89.76,168.03,96.6,87.31,88.84,90.87,82.21,9/8/2021 10:08:45 AM
216048,5/1/2001 12:00:00 AM,"Slaughter, calves",127.53,,123.74,135.43,121.11,123.9,112.56,155.3,104.75,155.6,127.53,9/8/2021 10:08:45 AM
216049,5/1/2001 12:00:00 AM,"Slaughter, cattle",100.18,,81.64,88.62,79.71,89.31,82.76,114.16,86.89,75.22,85.19,9/8/2021 10:08:45 AM
216050,5/1/2001 12:00:00 AM,Hogs,92.2,,101.68,96.14,94.01,168.03,99.39,91.75,92.95,95.4,86.98,9/8/2021 10:08:45 AM
216051,6/1/2001 12:00:00 AM,"Slaughter, calves",132.01,,106.87,134.73,116.91,120.86,109.8,162.22,107.37,150.35,132.01,9/8/2021 10:08:45 AM
216052,6/1/2001 12:00:00 AM,"Slaughter, cattle",95.57,,78.63,86.95,79.84,90.44,83.68,112.78,87.42,78.47,84.25,9/8/2021 10:08:45 AM
216053,6/1/2001 12:00:00 AM,Hogs,95.19,,104.6,98.85,98.49,168.03,101.9,96.51,96.33,97.55,89.77,9/8/2021 10:08:45 AM
216054,7/1/2001 12:00:00 AM,"Slaughter, calves",132.82,,132.11,134.28,116.31,122.84,111.6,155.02,107.38,149.71,132.82,9/8/2021 10:08:45 AM
216055,7/1/2001 12:00:00 AM,"Slaughter, cattle",94.2,,79.44,88.1,79.71,92.02,85.11,109.91,86.53,75.2,82.84,9/8/2021 10:08:45 AM
216056,7/1/2001 12:00:00 AM,Hogs,93.19,,106.41,98.46,102.02,168.03,105.38,96.21,97.68,96.53,88.66,9/8/2021 10:08:45 AM
216057,8/1/2001 12:00:00 AM,"Slaughter, calves",136.26,,136.15,135.82,117.9,120.42,109.4,139.28,106.02,152.6,136.26,9/8/2021 10:08:45 AM
216058,8/1/2001 12:00:00 AM,"Slaughter, cattle",93.69,,75.29,84.46,78.86,86.36,79.8,105.37,82.03,66.74,81.58,9/8/2021 10:08:45 AM
216059,8/1/2001 12:00:00 AM,Hogs,91.22,,103.98,97.22,98.51,168.03,102.29,94.6,95.77,97.93,87.5,9/8/2021 10:08:45 AM
216060,9/1/2001 12:00:00 AM,"Slaughter, calves",129.05,,131.64,130.98,116.81,128.16,116.44,130.71,108.36,154.1,129.05,9/8/2021 10:08:45 AM
216061,9/1/2001 12:00:00 AM,"Slaughter, cattle",89.94,,73.01,81.73,77.57,77.61,71.98,101.3,75.84,60.57,72.97,9/8/2021 10:08:45 AM
216062,9/1/2001 12:00:00 AM,Hogs,82.35,,95.9,88.79,98.51,169.03,102.29,82.14,86.49,87.46,78.6,9/8/2021 10:08:45 AM
216063,10/1/2001 12:00:00 AM,"Slaughter, calves",123.36,,125.42,124.68,113.15,117.93,107.15,123.83,103.26,155.22,123.36,9/8/2021 10:08:45 AM
216064,10/1/2001 12:00:00 AM,"Slaughter, cattle",89.25,,69.84,72.51,76.13,75.78,70.14,93.99,71.79,54.17,69.97,9/8/2021 10:08:45 AM
216065,10/1/2001 12:00:00 AM,Hogs,72.46,,86.87,80.47,83.51,169.03,85.65,74.88,77.98,78.27,70.35,9/8/2021 10:08:45 AM
216066,11/1/2001 12:00:00 AM,"Slaughter, calves",119.77,,110.63,122.7,101.63,105.48,95.83,121.65,99.07,152.27,119.77,9/8/2021 10:08:45 AM
216067,11/1/2001 12:00:00 AM,"Slaughter, cattle",89.18,,62.25,68.88,74.01,76.35,70.63,96.99,72.67,56.89,67.67,9/8/2021 10:08:45 AM
216068,11/1/2001 12:00:00 AM,Hogs,62.59,,75.28,69.76,73.66,169.01,74.98,68.64,69.26,72.43,59.8,9/8/2021 10:08:45 AM
216069,12/1/2001 12:00:00 AM,"Slaughter, calves",118.85,,102.83,126.37,110.88,117.98,107.2,120.65,107.39,149.7,118.85,9/8/2021 10:08:45 AM
216070,12/1/2001 12:00:00 AM,"Slaughter, cattle",90.75,,61.17,70.71,73.38,76.47,70.72,98.65,73.94,56.92,69.81,9/8/2021 10:08:45 AM
216071,12/1/2001 12:00:00 AM,Hogs,60.13,,68.4,67.75,65.5,169.01,68.08,63.37,62.64,65.2,57.4,9/8/2021 10:08:45 AM
216072,1/1/2002 12:00:00 AM,"Slaughter, calves",121.39,,101.58,125.68,98.62,106.87,97.1,126.57,101.47,148.92,121.39,9/8/2021 10:08:45 AM
216073,1/1/2002 12:00:00 AM,"Slaughter, cattle",97.52,,56.96,72.59,70.6,75.28,69.82,103.59,75.28,58.07,72.08,9/8/2021 10:08:45 AM
216074,1/1/2002 12:00:00 AM,Hogs,72.45,,76.24,76.86,70.16,169.03,70.27,70.06,70.03,71.83,67.3,9/8/2021 10:08:45 AM
216075,2/1/2002 12:00:00 AM,"Slaughter, calves",124.29,,109.99,129.28,108.3,111.01,100.86,133.31,103.21,155.81,124.29,9/8/2021 10:08:45 AM
216076,2/1/2002 12:00:00 AM,"Slaughter, cattle",99.83,,63.25,78.04,74.27,82.31,76.49,110.07,82.31,67.36,76.61,9/8/2021 10:08:45 AM
216077,2/1/2002 12:00:00 AM,Hogs,73.44,,83.54,80.07,80.26,169.03,82.79,78.19,77.74,80.1,70.18,9/8/2021 10:08:45 AM
216078,3/1/2002 12:00:00 AM,"Slaughter, calves",126.06,,108.73,128.9,106.1,122.88,111.64,132.53,111.46,160.74,126.06,9/8/2021 10:08:45 AM
216079,3/1/2002 12:00:00 AM,"Slaughter, cattle",103.7,,65.62,83.06,75.35,82.94,77.14,109.37,82.94,66.68,82.51,9/8/2021 10:08:45 AM
216080,3/1/2002 12:00:00 AM,Hogs,67.03,,77.43,75.9,77.14,169.03,80.86,73,72.81,77.34,63.45,9/8/2021 10:08:45 AM
216081,4/1/2002 12:00:00 AM,"Slaughter, calves",115.9,,105.12,124.35,108.44,114,103.58,123.55,104.68,159.08,115.9,9/8/2021 10:08:45 AM
216082,4/1/2002 12:00:00 AM,"Slaughter, cattle",92.83,,61.21,77.18,71.89,77.37,71.91,104.22,77.37,62.27,74.56,9/8/2021 10:08:45 AM
216083,4/1/2002 12:00:00 AM,Hogs,59.12,,68.02,67.96,67.55,169.03,67.48,62.38,62.87,67.97,54.33,9/8/2021 10:08:45 AM
216084,5/1/2002 12:00:00 AM,"Slaughter, calves",113.29,,99.71,115.05,108.44,109.45,99.44,138.38,100.34,157.5,113.29,9/8/2021 10:08:45 AM
216085,5/1/2002 12:00:00 AM,"Slaughter, cattle",89.4,,64.18,77.56,68.94,76.81,71.44,102.11,76.81,64.38,76,9/8/2021 10:08:45 AM
216086,5/1/2002 12:00:00 AM,Hogs,61.08,,66.61,68.79,62.86,169.03,63.62,62.38,62.41,67.5,57.21,9/8/2021 10:08:45 AM
216087,6/1/2002 12:00:00 AM,"Slaughter, calves",106.24,,105.58,107.54,97.56,107.91,98.04,133.12,100.42,154.62,106.24,9/8/2021 10:08:45 AM
216088,6/1/2002 12:00:00 AM,"Slaughter, cattle",85.6,,60.3,73.94,68.42,74.51,69.37,97.6,74.51,63.98,71.69,9/8/2021 10:08:45 AM
216089,6/1/2002 12:00:00 AM,Hogs,65.55,,70.17,71.57,68.03,169.03,68.18,65.76,65.8,65.56,60.57,9/8/2021 10:08:45 AM
216090,7/1/2002 12:00:00 AM,"Slaughter, calves",100.39,,85.02,105.79,100.44,96.35,98.04,116.52,92.46,147.07,100.39,9/8/2021 10:08:45 AM
216091,7/1/2002 12:00:00 AM,"Slaughter, cattle",84.5,,53.74,68.75,65.51,74.56,69.48,96.26,74.56,60.93,66.34,9/8/2021 10:08:45 AM
216092,7/1/2002 12:00:00 AM,Hogs,72.93,,80.54,77.62,74.96,169.03,75.54,73.85,73.66,69.73,67.78,9/8/2021 10:08:45 AM
216093,8/1/2002 12:00:00 AM,"Slaughter, calves",105.8,,72.17,104.33,93.64,104.32,87.54,106.75,75.34,149.21,105.8,9/8/2021 10:08:45 AM
216094,8/1/2002 12:00:00 AM,"Slaughter, cattle",87.36,,54.87,70.64,65.51,72.48,67.37,97.07,72.48,62.05,69.1,9/8/2021 10:08:45 AM
216095,8/1/2002 12:00:00 AM,Hogs,58.13,,76.31,70.36,75.8,169.03,76.3,69.54,71.62,69.74,60.57,9/8/2021 10:08:45 AM
216096,9/1/2002 12:00:00 AM,"Slaughter, calves",105.73,,69.46,104.35,95.86,96.61,94.78,103.94,87.75,153.89,105.73,9/8/2021 10:08:45 AM
216097,9/1/2002 12:00:00 AM,"Slaughter, cattle",89.01,,53.11,70.19,62.99,68.92,64.01,93.6,68.92,59.67,66.43,9/8/2021 10:08:45 AM
216098,9/1/2002 12:00:00 AM,Hogs,46.79,,52.4,54.85,54.83,169.03,56.48,50.35,50.96,50.51,43.28,9/8/2021 10:08:45 AM
216099,10/1/2002 12:00:00 AM,"Slaughter, calves",109.54,,73.46,107,88.17,102.01,87.77,101.41,94.55,152.95,109.54,9/8/2021 10:08:45 AM
216100,10/1/2002 12:00:00 AM,"Slaughter, cattle",90.24,,52.55,66.98,63.06,67.56,62.68,93.41,67.56,60.36,66.99,9/8/2021 10:08:45 AM
216101,10/1/2002 12:00:00 AM,Hogs,55.66,,66.22,64.15,59.89,169.03,60.49,57.05,59.45,60.59,54.81,9/8/2021 10:08:45 AM
216102,11/1/2002 12:00:00 AM,"Slaughter, calves",113.29,,77.21,113.83,96.21,100.72,92.67,101.19,92.13,151.43,113.29,9/8/2021 10:08:45 AM
216103,11/1/2002 12:00:00 AM,"Slaughter, cattle",92.92,,49.28,65.25,60.73,67.59,62.52,98.01,67.59,60.29,64.52,9/8/2021 10:08:45 AM
216104,11/1/2002 12:00:00 AM,Hogs,51.71,,57.08,60.02,58.35,169.03,59.09,53.7,55.1,54.88,46.16,9/8/2021 10:08:45 AM
216105,12/1/2002 12:00:00 AM,"Slaughter, calves",116.49,,77.33,118.78,90.61,104.4,91.51,105.67,94.29,148.72,116.49,9/8/2021 10:08:45 AM
216106,12/1/2002 12:00:00 AM,"Slaughter, cattle",96.66,,52.07,69.99,62.07,73.21,67.83,101.57,73.21,60.98,68.45,9/8/2021 10:08:45 AM
216107,12/1/2002 12:00:00 AM,Hogs,55.67,,61.1,63.76,59.88,169.03,61.27,58.07,57.89,56.88,51.45,9/8/2021 10:08:45 AM
216108,1/1/2003 12:00:00 AM,"Slaughter, calves",122.48,,88.08,121.04,101.58,111.39,101.21,111.18,94.01,137.93,122.48,9/8/2021 10:08:45 AM
216109,1/1/2003 12:00:00 AM,"Slaughter, cattle",106.09,,54.54,74.3,69.67,78.43,72.65,111.24,75.46,77.62,74.73,9/8/2021 10:08:45 AM
216110,1/1/2003 12:00:00 AM,Hogs,59.12,,62.88,66.28,60.24,169.03,60.87,57.85,58.87,62.54,54.81,9/8/2021 10:08:45 AM
216111,2/1/2003 12:00:00 AM,"Slaughter, calves",124.03,,93.08,120.78,86.38,99.82,90.7,116.77,89.88,132.35,124.03,9/8/2021 10:08:45 AM
216112,2/1/2003 12:00:00 AM,"Slaughter, cattle",107.39,,56.98,76.02,67.43,75.61,70.05,106.92,73.68,78.4,76.86,9/8/2021 10:08:45 AM
216113,2/1/2003 12:00:00 AM,Hogs,60.6,,69.13,70.17,66.43,169.03,67.4,65.57,64.88,68.04,57.21,9/8/2021 10:08:45 AM
216114,3/1/2003 12:00:00 AM,"Slaughter, calves",119.03,,93.17,117.8,94.33,102.63,93.24,115.27,84.78,125.32,119.03,9/8/2021 10:08:45 AM
216115,3/1/2003 12:00:00 AM,"Slaughter, cattle",104.01,,56.55,74.34,66.01,72.57,67.27,101.7,70.33,72.3,76.13,9/8/2021 10:08:45 AM
216116,3/1/2003 12:00:00 AM,Hogs,60.62,,54.07,68.41,65.77,169.03,69.47,64.17,63.11,65.63,56.73,9/8/2021 10:08:45 AM
216117,4/1/2003 12:00:00 AM,"Slaughter, calves",122.17,,105.96,121.85,95.48,103.78,94.28,116.81,92.1,117.81,122.17,9/8/2021 10:08:45 AM
